Time,Latitude,Longitude,Intensity
20141103  1800,15.9,-110.9,95
20141104  0000,16.9,-110.8,95
20141104  0600,17.9,-110.3,90
20141104  1200,18.9,-109.5,85
20141104  1800,19.9,-108.7,60
20141105  0000,20.7,-108.0,40
20141105  0600,21.5,-107.3,30
20150528  0600,10.8,-109.9,30
20150528  1200,11.1,-111.0,40
20150528  1800,11.4,-112.1,50
20150529  0000,11.6,-112.9,60
20150529  0600,11.9,-113.6,60
20150529  1200,12.2,-114.1,60
20150529  1800,12.6,-114.6,65
20150530  0000,13.2,-115.0,75
20150530  0600,13.6,-115.3,80
20150530  1200,14.1,-115.7,85
20150530  1800,14.6,-116.1,95
20150531  0000,15.0,-116.6,100
20150531  0600,15.2,-117.1,100
20150531  1200,15.3,-117.8,100
20150531  1800,15.3,-118.5,110
20150601  0000,15.3,-119.0,120
20150601  0600,15.4,-119.5,125
20150601  1200,15.5,-120.0,125
20150601  1800,15.8,-120.6,115
20150602  0000,16.3,-121.2,100
20150602  0600,16.9,-121.9,90
20150602  1200,17.4,-122.7,80
20150602  1800,18.0,-123.5,75
20150603  0000,18.5,-124.2,70
20150603  0600,18.9,-124.7,60
20150603  1200,19.3,-125.1,55
20150603  1800,19.8,-125.3,50
20150604  0000,20.0,-125.3,45
20150604  0600,20.2,-125.1,45
20150604  1200,20.2,-124.8,35
20150604  1800,20.1,-124.4,35
20150605  0000,19.9,-123.9,30
20150605  0600,19.8,-123.4,30
20150605  1200,19.6,-122.9,30
20150605  1800,19.4,-122.4,25
20150606  0000,19.0,-121.9,25
20150606  0600,18.8,-121.4,25
20150606  1200,18.6,-120.8,25
20150606  1800,18.4,-120.4,25
20150607  0000,18.3,-119.9,25
20150531  1200,12.0,-102.2,25
20150531  1800,12.2,-102.7,25
20150601  0000,12.9,-103.2,30
20150601  0600,13.3,-103.5,30
20150601  1200,13.3,-103.5,35
20150601  1800,13.3,-103.8,40
20150602  0000,13.3,-104.2,45
20150602  0600,13.2,-104.4,45
20150602  1200,13.0,-104.5,55
20150602  1800,12.9,-104.5,65
20150603  0000,12.8,-104.6,75
20150603  0600,12.6,-104.6,90
20150603  1200,12.4,-104.6,115
20150603  1800,12.3,-104.6,125
20150604  0000,12.1,-104.7,120
20150604  0600,12.0,-104.8,110
20150604  1200,12.2,-104.9,95
20150604  1800,12.5,-105.0,85
20150605  0000,13.3,-105.4,85
20150605  0600,13.9,-105.9,85
20150605  1200,14.5,-106.5,80
20150605  1800,15.0,-107.3,80
20150606  0000,15.7,-107.9,90
20150606  0600,16.4,-108.5,100
20150606  1200,17.1,-109.1,115
20150606  1800,17.8,-109.7,105
20150607  0000,18.7,-110.2,105
20150607  0600,19.4,-110.5,95
20150607  1200,20.1,-110.7,85
20150607  1800,20.8,-110.9,60
20150608  0000,21.8,-111.0,55
20150608  0600,23.3,-111.3,45
20150608  1030,24.3,-111.7,45
20150608  1115,24.5,-111.8,40
20150608  1200,24.7,-111.9,40
20150608  1800,26.1,-112.7,35
20150608  2030,26.6,-113.0,30
20150609  0000,27.3,-113.5,30
20150609  0600,28.5,-114.0,25
20150610  1200,11.5,-97.8,25
20150610  1800,12.0,-98.5,30
20150611  0000,12.5,-99.3,30
20150611  0600,13.1,-99.8,30
20150611  1200,13.7,-100.1,35
20150611  1800,14.1,-100.3,45
20150612  0000,14.4,-100.5,50
20150612  0600,14.5,-100.6,50
20150612  1200,14.6,-100.6,50
20150612  1800,14.6,-100.3,50
20150613  0000,14.7,-100.0,50
20150613  0600,14.9,-99.9,60
20150613  1200,15.0,-99.9,65
20150613  1800,15.1,-99.9,75
20150614  0000,15.3,-100.0,75
20150614  0600,15.6,-100.1,70
20150614  1200,16.0,-100.3,65
20150614  1800,16.4,-100.7,65
20150615  0000,16.6,-101.2,60
20150615  0600,16.7,-101.7,60
20150615  1200,16.8,-102.2,60
20150615  1800,16.9,-102.8,65
20150616  0000,17.0,-103.2,65
20150616  0600,17.2,-103.6,70
20150616  1200,17.4,-104.0,75
20150616  1800,17.7,-104.3,80
20150617  0000,18.2,-104.5,70
20150617  0600,18.8,-104.7,55
20150617  0900,19.3,-104.9,45
20150617  1200,19.7,-105.1,35
20150617  1800,20.4,-105.7,25
20150618  0000,21.4,-106.2,20
20150707  1200,13.4,-136.9,30
20150707  1800,14.4,-138.3,30
20150708  0000,15.3,-139.5,30
20150708  0600,16.0,-140.6,30
20150708  1200,16.6,-142.0,35
20150708  1800,17.2,-143.4,40
20150709  0000,18.1,-144.1,40
20150709  0600,19.0,-144.7,40
20150709  1200,19.7,-145.5,35
20150709  1800,20.3,-146.2,35
20150710  0000,20.9,-147.0,30
20150710  0600,21.4,-147.9,30
20150710  1200,21.7,-148.5,30
20150710  1800,21.9,-149.1,30
20150711  0000,22.2,-149.9,30
20150711  0600,22.4,-150.6,25
20150711  1200,22.6,-151.3,25
20150711  1800,22.8,-152.3,25
20150712  0000,22.9,-153.4,20
20150712  0600,22.9,-154.6,20
20150712  1200,22.7,-155.8,20
20150706  1800,7.8,-165.6,20
20150707  0000,7.6,-166.3,20
20150707  0600,7.5,-166.8,25
20150707  1200,7.6,-167.1,25
20150707  1800,7.8,-167.2,25
20150708  0000,8.1,-167.2,25
20150708  0600,8.7,-167.0,25
20150708  1200,9.4,-166.8,25
20150708  1800,9.9,-166.6,25
20150709  0000,10.3,-166.6,25
20150709  0600,10.9,-167.0,25
20150709  1200,11.1,-167.8,25
20150709  1800,11.3,-168.6,30
20150710  0000,11.4,-169.2,30
20150710  0600,11.5,-169.9,30
20150710  1200,11.5,-170.7,30
20150710  1800,11.5,-171.6,30
20150711  0000,11.4,-172.7,35
20150711  0600,11.2,-173.9,35
20150711  1200,10.9,-174.9,40
20150711  1800,10.7,-175.9,45
20150712  0000,10.9,-176.9,45
20150712  0600,11.4,-177.7,50
20150712  1200,11.9,-178.6,50
20150712  1800,12.5,-179.6,50
20150713  0000,13.2,179.4,50
20150713  0600,13.7,178.5,55
20150713  1200,14.3,177.2,60
20150713  1800,14.7,176.2,65
20150714  0000,15.3,175.2,80
20150714  0600,15.8,174.3,85
20150714  1200,16.4,173.1,80
20150714  1800,16.7,172.0,80
20150715  0000,17.0,171.1,75
20150715  0600,17.4,170.0,70
20150715  1200,17.7,168.6,60
20150715  1800,18.2,167.9,55
20150716  0000,18.8,166.4,55
20150716  0600,18.5,164.9,45
20150716  1200,18.1,163.6,40
20150716  1800,18.3,162.1,35
20150717  0000,18.5,160.8,35
20150717  0600,18.4,159.4,35
20150717  1200,18.1,158.2,35
20150717  1800,18.1,157.3,30
20150718  0000,18.0,156.3,20
20150718  0600,17.8,155.4,20
20150718  1200,18.0,154.2,20
20150718  1800,18.2,152.8,25
20150719  0000,18.5,152.1,25
20150719  0600,19.0,151.5,30
20150719  1200,19.9,150.4,30
20150719  1800,20.2,149.4,35
20150720  0000,21.0,148.5,40
20150720  0600,21.5,147.6,45
20150720  1200,21.7,146.3,50
20150720  1800,21.9,145.4,60
20150721  0000,22.4,144.0,65
20150721  0600,22.6,142.9,75
20150721  1200,22.8,141.7,80
20150721  1800,23.0,140.5,80
20150722  0000,23.2,139.6,80
20150722  0600,23.6,138.5,80
20150722  1200,23.8,137.7,85
20150722  1800,24.1,136.7,85
20150723  0000,24.4,135.9,85
20150723  0600,24.5,135.0,80
20150723  1200,24.6,134.3,80
20150723  1800,24.7,133.4,80
20150724  0000,24.8,132.7,75
20150724  0600,24.9,131.8,75
20150724  1200,25.0,131.1,70
20150724  1800,25.6,130.6,65
20150725  0000,26.2,130.0,65
20150725  0600,27.3,129.5,60
20150725  1200,28.5,129.2,55
20150725  1800,29.8,129.1,50
20150726  0000,31.0,129.2,45
20150726  0600,32.2,129.4,40
20150726  1200,33.3,130.0,20
20150708  1800,11.5,-150.5,25
20150709  0000,11.5,-151.3,25
20150709  0600,11.5,-152.0,25
20150709  1200,11.4,-152.7,25
20150709  1800,11.2,-153.5,25
20150710  0000,11.0,-154.1,25
20150710  0600,10.9,-154.4,30
20150710  1200,11.3,-154.9,30
20150710  1800,11.9,-154.8,30
20150711  0000,12.5,-155.2,30
20150711  0600,13.1,-155.9,30
20150711  1200,13.7,-156.8,30
20150711  1800,14.4,-157.6,35
20150712  0000,14.9,-158.5,35
20150712  0600,15.2,-159.3,35
20150712  1200,15.1,-160.0,35
20150712  1800,14.8,-160.6,30
20150713  0000,14.5,-161.4,25
20150713  0600,14.4,-162.3,25
20150713  1200,14.4,-163.4,25
20150713  1800,14.3,-164.4,25
20150714  0000,14.3,-165.3,25
20150714  0600,14.2,-166.3,20
20150714  1200,14.1,-167.5,20
20150714  1800,14.0,-168.7,20
20150715  0000,13.9,-169.9,20
20150715  0600,14.1,-170.9,20
20150715  1200,14.3,-171.7,20
20150715  1800,14.4,-172.4,20
20150716  0000,14.4,-173.1,20
20150716  0600,14.4,-173.9,20
20150716  1200,14.4,-174.9,20
20150716  1800,14.5,-175.9,20
20150717  0000,14.8,-176.6,20
20150717  0600,15.2,-177.2,20
20150711  0000,11.4,-96.6,25
20150711  0600,11.6,-97.5,30
20150711  1200,11.9,-98.4,30
20150711  1800,12.2,-99.4,35
20150712  0000,13.1,-100.1,40
20150712  0600,14.0,-100.7,45
20150712  1200,14.9,-101.5,45
20150712  1800,15.4,-102.5,50
20150713  0000,16.0,-103.5,55
20150713  0600,16.4,-104.4,60
20150713  1200,16.8,-105.3,65
20150713  1800,17.1,-106.1,70
20150714  0000,17.1,-106.7,70
20150714  0600,17.2,-107.2,75
20150714  1200,17.5,-107.8,75
20150714  1800,17.8,-108.3,80
20150715  0000,18.0,-108.9,95
20150715  0600,18.1,-109.4,115
20150715  1200,18.2,-109.9,110
20150715  1800,18.5,-110.3,105
20150716  0000,18.9,-110.7,95
20150716  0600,19.3,-111.1,90
20150716  1200,19.7,-111.6,90
20150716  1800,20.1,-112.3,85
20150717  0000,20.6,-112.9,80
20150717  0600,21.0,-113.8,65
20150717  1200,21.2,-114.6,55
20150717  1800,21.3,-115.5,45
20150718  0000,21.6,-116.3,45
20150718  0600,22.1,-117.0,40
20150718  1200,22.8,-117.6,35
20150718  1800,23.8,-118.2,35
20150719  0000,24.9,-118.8,30
20150719  0600,26.1,-119.2,30
20150719  1200,27.3,-119.6,30
20150719  1800,28.6,-120.0,30
20150720  0000,29.8,-120.6,30
20150720  0600,30.8,-121.2,25
20150720  1200,31.5,-121.7,25
20150720  1800,31.7,-122.3,20
20150721  0000,31.6,-122.7,20
20150721  0600,31.4,-122.6,20
20150721  1200,31.1,-122.5,20
20150721  1800,30.8,-122.4,20
20150722  0000,30.4,-122.3,20
20150712  1200,13.1,-125.0,30
20150712  1800,13.5,-125.5,30
20150713  0000,14.0,-125.8,30
20150713  0600,14.7,-126.1,35
20150713  1200,15.6,-126.5,35
20150713  1800,16.3,-127.2,35
20150714  0000,16.7,-128.0,35
20150714  0600,17.1,-128.7,40
20150714  1200,17.5,-129.4,40
20150714  1800,17.9,-130.1,45
20150715  0000,18.2,-130.9,45
20150715  0600,18.5,-131.8,45
20150715  1200,18.8,-132.6,40
20150715  1800,19.0,-133.3,35
20150716  0000,19.1,-134.0,35
20150716  0600,19.3,-134.7,35
20150716  1200,19.7,-135.3,35
20150716  1800,20.1,-135.7,35
20150717  0000,20.4,-136.1,35
20150717  0600,20.5,-136.5,35
20150717  1200,20.5,-136.8,30
20150717  1800,20.5,-137.0,30
20150718  0000,20.4,-137.2,30
20150718  0600,20.2,-137.3,30
20150718  1200,20.0,-137.4,30
20150718  1800,19.8,-137.3,25
20150719  0000,19.6,-137.0,25
20150719  0600,19.5,-136.7,25
20150719  1200,19.5,-136.6,25
20150719  1800,19.6,-136.4,20
20150720  0000,19.8,-136.2,20
20150720  0600,20.0,-136.1,20
20150720  1200,20.4,-136.2,20
20150720  1800,20.9,-136.4,20
20150721  0000,21.3,-136.6,20
20150721  0600,21.7,-137.0,20
20150721  1200,22.1,-137.6,20
20150721  1800,22.4,-138.5,20
20150722  1200,15.9,-113.4,30
20150722  1800,16.3,-113.4,30
20150723  0000,16.9,-113.5,30
20150723  0600,17.8,-113.8,30
20150723  1200,18.6,-114.5,35
20150723  1800,19.3,-115.3,35
20150724  0000,20.1,-116.1,30
20150724  0600,20.8,-116.8,30
20150724  1200,21.6,-117.6,30
20150724  1800,22.3,-118.5,25
20150725  0000,22.9,-119.5,25
20150725  0600,23.4,-120.5,20
20150725  1200,23.8,-121.4,20
20150725  1800,24.2,-122.3,20
20150726  0000,24.5,-123.1,20
20150726  0600,24.6,-123.8,20
20150726  1200,24.6,-124.3,20
20150726  1800,24.6,-124.8,20
20150727  0000,24.5,-125.3,20
20150727  0600,24.4,-125.8,20
20150727  1200,24.2,-126.2,20
20150727  1800,23.9,-126.7,20
20150727  1200,15.1,-123.9,30
20150727  1800,15.4,-125.2,30
20150728  0000,15.7,-126.3,30
20150728  0600,16.0,-127.4,30
20150728  1200,16.3,-128.5,30
20150728  1800,16.5,-129.6,30
20150729  0000,16.7,-130.7,30
20150729  0600,16.8,-131.9,30
20150729  1200,16.8,-133.3,30
20150729  1800,16.7,-134.8,30
20150730  0000,16.6,-136.4,30
20150730  0600,16.6,-137.7,25
20150730  1200,16.6,-139.0,25
20150730  1800,16.6,-140.4,25
20150731  0000,16.6,-141.9,25
20150731  0600,16.5,-143.5,25
20150727  1200,6.5,-112.5,20
20150727  1800,6.7,-113.7,20
20150728  0000,6.8,-114.9,20
20150728  0600,7.0,-116.1,20
20150728  1200,7.1,-117.3,20
20150728  1800,7.2,-118.5,25
20150729  0000,7.3,-119.7,25
20150729  0600,7.4,-121.0,25
20150729  1200,7.6,-122.2,25
20150729  1800,7.8,-123.4,30
20150730  0000,8.0,-124.7,35
20150730  0600,8.4,-125.7,35
20150730  1200,8.9,-126.7,40
20150730  1800,9.6,-127.7,45
20150731  0000,10.4,-128.7,55
20150731  0600,11.2,-130.0,70
20150731  1200,12.1,-131.9,85
20150731  1800,12.5,-133.9,95
20150801  0000,12.9,-135.5,90
20150801  0600,13.1,-137.0,90
20150801  1200,13.4,-138.4,90
20150801  1800,13.6,-139.4,90
20150802  0000,13.8,-140.5,90
20150802  0600,14.1,-141.8,90
20150802  1200,14.5,-142.8,90
20150802  1800,14.9,-143.7,80
20150803  0000,15.4,-144.4,75
20150803  0600,16.0,-145.1,70
20150803  1200,16.6,-145.7,60
20150803  1800,17.2,-146.4,55
20150804  0000,17.8,-147.0,55
20150804  0600,18.5,-147.4,60
20150804  1200,19.1,-147.9,60
20150804  1800,19.7,-148.6,60
20150805  0000,20.0,-149.3,60
20150805  0600,20.2,-150.0,55
20150805  1200,20.5,-150.6,50
20150805  1800,21.0,-151.2,50
20150806  0000,21.4,-151.8,45
20150806  0600,21.7,-152.7,40
20150806  1200,21.7,-153.8,35
20150806  1800,21.6,-154.7,35
20150807  0000,21.6,-155.4,30
20150807  0600,22.0,-156.5,30
20150807  1200,22.5,-158.1,30
20150807  1800,23.0,-159.5,25
20150808  0000,23.3,-160.9,25
20150808  0600,23.6,-162.3,25
20150808  1200,23.6,-163.7,25
20150808  1800,23.8,-164.9,20
20150806  0000,12.4,-129.2,30
20150806  0600,12.5,-130.3,30
20150806  1200,12.6,-131.5,35
20150806  1800,12.6,-132.8,45
20150807  0000,12.6,-133.9,50
20150807  0600,12.6,-135.0,55
20150807  1200,12.5,-136.3,60
20150807  1800,12.6,-137.6,75
20150808  0000,12.8,-139.0,100
20150808  0600,13.1,-140.3,100
20150808  1200,13.3,-141.5,110
20150808  1800,13.6,-142.8,125
20150809  0000,13.9,-144.0,120
20150809  0600,14.2,-145.2,115
20150809  1200,14.5,-146.2,100
20150809  1800,14.8,-147.1,95
20150810  0000,15.1,-147.9,90
20150810  0600,15.5,-148.7,85
20150810  1200,15.9,-149.4,85
20150810  1800,16.2,-150.0,80
20150811  0000,16.6,-150.5,80
20150811  0600,16.8,-150.8,80
20150811  1200,17.0,-151.1,75
20150811  1800,17.0,-151.4,65
20150812  0000,17.1,-151.5,55
20150812  0600,17.2,-151.5,50
20150812  1200,17.4,-151.7,45
20150812  1800,17.3,-151.8,40
20150813  0000,17.3,-152.2,40
20150813  0600,17.2,-152.4,40
20150813  1200,16.9,-153.3,35
20150813  1800,16.5,-154.2,30
20150814  0000,16.0,-155.3,25
20150814  0600,15.7,-156.2,25
20150814  1200,15.5,-157.7,25
20150814  1800,15.2,-159.0,20
20150816  0000,16.5,-112.9,30
20150816  0600,17.2,-114.0,30
20150816  1200,18.1,-115.3,30
20150816  1800,18.9,-116.7,30
20150817  0000,19.7,-118.1,30
20150817  0600,20.6,-119.3,30
20150817  1200,21.5,-120.6,30
20150817  1800,22.5,-122.0,30
20150818  0000,23.5,-123.4,25
20150818  0600,24.5,-125.0,25
20150818  1200,25.2,-126.3,25
20150818  1800,25.9,-127.4,20
20150819  0000,26.5,-128.6,20
20150819  0600,26.9,-129.7,20
20150819  1200,27.7,-130.6,20
20150819  1800,28.6,-131.1,20
20150820  0000,29.3,-131.4,15
20150820  0000,10.0,-145.3,20
20150820  0600,10.3,-146.7,25
20150820  1200,10.6,-148.0,25
20150820  1800,11.0,-149.1,25
20150821  0000,11.6,-150.0,25
20150821  0600,12.2,-150.9,25
20150821  1200,12.8,-152.0,25
20150821  1800,13.2,-153.2,25
20150822  0000,13.3,-154.4,25
20150822  0600,13.2,-155.8,30
20150822  1200,13.7,-157.2,30
20150822  1800,13.9,-158.7,30
20150823  0000,14.1,-160.2,30
20150823  0600,14.3,-161.8,30
20150823  1200,14.4,-163.3,30
20150823  1800,14.5,-164.6,30
20150824  0000,14.6,-165.8,30
20150824  0600,15.0,-166.8,30
20150824  1200,15.7,-167.2,30
20150824  1800,16.5,-167.2,30
20150825  0000,17.3,-167.2,25
20150825  0600,18.0,-167.2,25
20150825  1200,18.3,-167.2,25
20150825  1800,18.5,-167.2,25
20150826  0000,18.7,-167.3,30
20150826  0600,18.7,-167.5,30
20150826  1200,18.5,-167.6,30
20150826  1800,18.3,-167.7,35
20150827  0000,18.1,-167.8,40
20150827  0600,18.0,-167.9,45
20150827  1200,17.9,-168.0,50
20150827  1800,17.7,-168.3,55
20150828  0000,17.5,-168.8,60
20150828  0600,17.4,-169.5,60
20150828  1200,17.4,-170.4,60
20150828  1800,17.5,-171.3,60
20150829  0000,17.6,-172.1,60
20150829  0600,17.7,-173.0,65
20150829  1200,17.8,-173.9,80
20150829  1800,17.9,-174.8,110
20150830  0000,18.1,-175.7,115
20150830  0600,18.3,-176.4,120
20150830  1200,18.6,-177.0,115
20150830  1800,18.9,-177.6,110
20150831  0000,19.6,-178.1,110
20150831  0600,20.3,-178.5,105
20150831  1200,21.0,-178.8,100
20150831  1800,21.6,-179.2,100
20150901  0000,22.2,-179.5,100
20150901  0600,22.8,-179.6,100
20150901  1200,23.3,-179.9,100
20150901  1800,23.6,179.9,90
20150902  0000,24.0,179.6,85
20150902  0600,24.2,179.2,80
20150902  1200,24.5,178.7,80
20150902  1800,24.7,178.3,80
20150903  0000,24.7,178.1,85
20150903  0600,24.5,177.9,90
20150903  1200,24.3,177.6,85
20150903  1800,24.0,177.2,80
20150904  0000,23.7,176.7,75
20150904  0600,23.6,176.2,70
20150904  1200,23.5,175.5,70
20150904  1800,23.5,174.8,70
20150905  0000,23.5,173.8,75
20150905  0600,23.6,172.7,80
20150905  1200,23.6,171.4,90
20150905  1800,23.7,170.4,95
20150906  0000,23.9,169.4,90
20150906  0600,24.1,168.5,90
20150906  1200,24.3,167.4,85
20150906  1800,24.4,166.1,85
20150907  0000,24.6,165.2,80
20150907  0600,24.9,164.1,75
20150907  1200,25.2,162.7,75
20150907  1800,25.6,161.5,70
20150908  0000,26.2,160.0,70
20150908  0600,26.7,158.6,65
20150908  1200,27.2,157.1,65
20150908  1800,28.1,155.8,65
20150909  0000,29.0,154.6,65
20150909  0600,29.9,153.3,65
20150909  1200,30.7,152.1,60
20150909  1800,31.6,150.9,55
20150910  0000,32.6,150.0,55
20150910  0600,33.7,149.3,55
20150910  1200,35.0,148.5,55
20150910  1800,36.8,147.7,55
20150911  0000,38.5,147.2,55
20150911  0600,40.7,147.4,50
20150911  1200,43.3,148.3,45
20150819  0000,13.4,-176.8,20
20150819  0600,13.5,-177.8,20
20150819  1200,13.7,-178.6,20
20150819  1800,13.4,-179.3,20
20150820  0000,13.4,-179.0,20
20150820  0600,13.6,-178.6,20
20150820  1200,13.9,-178.3,25
20150820  1800,14.3,-177.9,25
20150821  0000,14.8,-177.5,30
20150821  0600,15.3,-177.3,30
20150821  1200,15.7,-177.2,30
20150821  1800,16.1,-177.2,35
20150822  0000,16.5,-177.3,35
20150822  0600,16.8,-177.5,35
20150822  1200,17.2,-177.9,30
20150822  1800,17.8,-178.5,30
20150823  0000,18.4,-179.0,35
20150823  0600,19.1,-179.3,35
20150823  1200,20.0,-179.6,35
20150823  1800,21.2,-179.7,40
20150824  0000,22.4,-179.4,45
20150824  0600,23.5,-178.8,55
20150824  1200,24.4,-177.9,60
20150824  1800,25.3,-176.7,65
20150825  0000,26.4,-175.4,65
20150825  0600,27.6,-173.9,65
20150825  1200,28.8,-173.1,65
20150825  1800,30.1,-173.0,60
20150826  0000,31.3,-173.5,55
20150826  0600,32.5,-174.4,55
20150826  1200,34.5,-176.3,50
20150826  1800,36.6,-179.2,50
20150823  1800,12.3,-129.3,25
20150824  0000,12.3,-129.5,25
20150824  0600,12.5,-129.9,25
20150824  1200,12.8,-130.3,25
20150824  1800,13.0,-130.6,30
20150825  0000,13.1,-131.1,30
20150825  0600,13.1,-131.6,30
20150825  1200,13.0,-132.2,30
20150825  1800,12.8,-132.8,35
20150826  0000,12.4,-133.3,40
20150826  0600,12.2,-134.1,45
20150826  1200,12.0,-135.0,50
20150826  1800,11.8,-135.9,55
20150827  0000,12.0,-136.9,65
20150827  0600,12.3,-137.9,75
20150827  1200,12.6,-139.0,80
20150827  1800,12.9,-140.2,80
20150828  0000,13.3,-141.4,80
20150828  0600,13.7,-142.6,80
20150828  1200,14.1,-143.5,80
20150828  1800,14.5,-144.2,80
20150829  0000,14.9,-144.9,80
20150829  0600,15.2,-145.5,80
20150829  1200,15.7,-146.1,100
20150829  1800,16.1,-146.6,120
20150830  0000,16.6,-147.2,120
20150830  0600,17.1,-147.7,125
20150830  1200,17.9,-148.2,115
20150830  1800,18.6,-148.7,105
20150831  0000,19.3,-149.2,100
20150831  0600,20.0,-149.8,100
20150831  1200,20.6,-150.5,90
20150831  1800,21.3,-151.2,90
20150901  0000,22.0,-151.9,85
20150901  0600,22.6,-152.6,80
20150901  1200,23.1,-153.3,75
20150901  1800,23.6,-154.1,65
20150902  0000,24.2,-155.0,60
20150902  0600,24.9,-155.8,60
20150902  1200,25.7,-156.7,60
20150902  1800,26.4,-157.7,65
20150903  0000,27.1,-158.9,65
20150903  0600,27.8,-160.1,65
20150903  1200,28.4,-161.1,65
20150903  1800,29.1,-162.1,60
20150904  0000,29.9,-162.9,60
20150904  0600,30.9,-163.5,60
20150904  1200,31.9,-163.9,60
20150904  1800,33.3,-164.1,60
20150905  0000,34.8,-164.4,55
20150905  0600,36.1,-164.8,55
20150905  1200,37.3,-165.0,55
20150905  1800,38.8,-165.0,55
20150906  0000,40.3,-165.0,55
20150906  0600,41.7,-165.0,50
20150906  1200,43.0,-165.0,45
20150906  1800,44.0,-165.0,45
20150907  0000,45.0,-164.0,45
20150907  0600,46.0,-161.5,45
20150907  1200,47.0,-159.0,45
20150907  1800,48.0,-156.0,45
20150908  0000,49.5,-152.0,45
20150908  0600,51.0,-147.0,40
20150908  1200,52.0,-143.0,40
20150825  1200,9.7,-104.9,25
20150825  1800,9.9,-106.1,25
20150826  0000,10.0,-107.5,25
20150826  0600,10.1,-109.2,25
20150826  1200,10.4,-110.9,25
20150826  1800,10.8,-112.6,25
20150827  0000,11.5,-114.1,30
20150827  0600,12.2,-115.7,35
20150827  1200,12.4,-117.1,40
20150827  1800,12.4,-118.3,50
20150828  0000,12.3,-119.4,60
20150828  0600,12.2,-120.5,70
