Time,Latitude,Longitude,Intensity
20181002  0600,10.7,-112.5,75
20181002  1200,10.8,-113.5,90
20181002  1800,11.1,-114.5,105
20181003  0000,11.5,-115.4,105
20181003  0600,12.0,-116.2,105
20181003  1200,12.5,-116.9,105
20181003  1800,12.9,-117.5,110
20181004  0000,13.5,-118.0,115
20181004  0600,14.1,-118.5,120
20181004  1200,14.7,-119.0,120
20181004  1800,15.3,-119.6,120
20181005  0000,15.7,-120.2,110
20181005  0600,15.9,-120.8,100
20181005  1200,15.9,-121.4,100
20181005  1800,15.7,-122.0,105
20181006  0000,15.4,-122.5,110
20181006  0600,15.0,-123.1,110
20181006  1200,14.8,-123.7,110
20181006  1800,14.7,-124.4,110
20181007  0000,14.6,-125.1,105
20181007  0600,14.5,-125.8,100
20181007  1200,14.5,-126.5,90
20181007  1800,14.5,-127.2,85
20181008  0000,14.7,-127.8,80
20181008  0600,14.9,-128.2,75
20181008  1200,15.2,-128.5,75
20181008  1800,15.5,-128.6,75
20181009  0000,15.8,-128.5,70
20181009  0600,16.1,-128.2,70
20181009  1200,16.4,-127.7,65
20181009  1800,16.7,-127.0,60
20181010  0000,17.0,-126.2,60
20181010  0600,17.4,-125.2,55
20181010  1200,17.9,-124.3,55
20181010  1800,18.6,-123.3,55
20181011  0000,19.4,-122.2,55
20181011  0600,20.4,-120.9,55
20181011  1200,21.5,-119.5,55
20181011  1800,22.8,-117.9,55
20181012  0000,24.1,-116.3,55
20181012  0600,25.3,-114.7,55
20181012  1200,26.6,-113.0,45
20181012  1800,28.1,-111.2,30
20181014  1200,17.0,-102.8,30
20181014  1800,17.2,-103.4,30
20181015  0000,17.3,-103.8,30
20181015  0600,17.6,-104.1,35
20181015  1200,17.9,-104.2,40
20181015  1800,18.2,-104.2,45
20181016  0000,18.4,-104.3,55
20181016  0600,18.5,-104.4,50
20181016  1200,18.7,-104.6,40
20181016  1800,18.9,-104.9,35
20181019  0000,13.0,-91.5,25
20181019  0600,13.1,-91.7,25
20181019  1200,13.2,-91.8,30
20181019  1800,13.3,-92.0,35
20181020  0000,13.6,-92.4,35
20181020  0600,14.0,-92.8,35
20181020  1200,14.3,-93.3,40
20181020  1800,14.5,-94.0,45
20181021  0000,14.7,-94.7,45
20181021  0600,14.7,-95.5,45
20181021  1200,14.5,-96.5,45
20181021  1800,14.2,-97.4,40
20181022  0000,14.1,-98.4,40
20181022  0600,14.1,-99.3,40
20181022  1200,14.6,-100.1,40
20181022  1800,15.2,-100.8,35
20181023  0000,16.0,-101.3,35
20181023  0600,16.8,-101.7,30
20181023  1200,17.8,-102.2,25
20181023  1330,18.0,-102.4,25
20181019  0000,14.2,-98.9,25
20181019  0600,14.5,-100.4,25
20181019  1200,14.7,-101.7,25
20181019  1800,14.8,-102.8,25
20181020  0000,14.8,-103.6,30
20181020  0600,14.7,-104.5,30
20181020  1200,14.9,-105.1,35
20181020  1800,15.1,-105.5,45
20181021  0000,15.5,-105.9,55
20181021  0600,16.0,-106.3,70
20181021  1200,16.4,-106.6,85
20181021  1800,16.8,-106.9,100
20181022  0000,17.5,-107.1,120
20181022  0600,17.9,-107.1,140
20181022  1200,18.7,-107.2,135
20181022  1800,19.4,-107.2,130
20181023  0000,20.2,-107.2,120
20181023  0600,20.6,-107.2,110
20181023  1200,21.1,-107.1,105
20181023  1800,21.7,-106.7,100
20181024  0000,22.5,-106.0,100
20181024  0130,22.7,-105.8,100
20181024  0600,23.8,-104.6,45
20181102  0000,13.7,-111.0,25
20181102  0600,14.0,-110.6,25
20181102  1200,14.2,-109.9,30
20181102  1800,14.3,-109.2,30
20181103  0000,14.4,-108.5,35
20181103  0600,14.5,-107.8,40
20181103  1200,14.8,-107.1,45
20181103  1800,15.2,-106.4,45
20181104  0000,15.8,-105.9,50
20181104  0600,16.6,-105.5,50
20181104  1200,17.4,-105.3,55
20181104  1800,17.9,-105.4,55
20181105  0000,18.2,-105.5,55
20181105  0600,18.4,-105.8,50
20181105  1200,18.5,-106.0,50
20181105  1800,18.8,-106.5,45
20181106  0000,18.9,-107.2,40
20181106  0600,18.9,-107.9,35
20181106  1200,18.9,-108.6,35
20181106  1800,18.8,-109.4,30
20181107  0000,18.7,-110.1,30
20181107  0600,18.4,-110.7,25
20181107  1200,18.0,-111.4,25
20181107  1800,17.8,-112.2,25
20181108  0000,17.7,-112.9,25
20181108  0600,17.6,-113.6,20
20181108  1200,17.5,-114.4,20
20181108  1800,17.4,-115.1,20
20181109  0000,17.3,-115.7,20
20190625  1200,14.6,-103.8,25
20190625  1800,15.1,-105.1,25
20190626  0000,15.3,-106.5,30
20190626  0600,15.2,-107.7,30
20190626  1200,14.6,-108.7,35
20190626  1800,14.3,-109.7,40
20190627  0000,14.5,-110.7,45
20190627  0600,15.0,-111.6,50
20190627  1200,15.6,-112.6,50
20190627  1800,16.3,-113.7,55
20190628  0000,17.0,-114.8,65
20190628  0600,17.8,-116.0,60
20190628  1200,18.6,-117.1,55
20190628  1800,19.3,-118.0,50
20190629  0000,19.8,-118.8,40
20190629  0600,20.2,-119.5,30
20190629  1200,20.5,-120.1,25
20190629  1800,20.8,-120.5,25
20190630  0000,21.2,-121.0,20
20190630  0600,10.4,-108.2,35
20190630  1200,10.5,-109.7,35
20190630  1800,10.7,-111.4,40
20190701  0000,10.9,-113.2,45
20190701  0600,11.1,-115.0,55
20190701  1200,11.3,-116.6,60
20190701  1800,11.4,-118.0,70
20190702  0000,11.6,-119.3,80
20190702  0600,11.9,-120.4,90
20190702  1200,12.3,-121.6,115
20190702  1800,12.6,-122.8,125
20190703  0000,13.0,-124.0,135
20190703  0600,13.3,-125.1,135
20190703  1200,13.7,-126.2,130
20190703  1800,14.1,-127.1,120
20190704  0000,14.6,-128.0,115
20190704  0600,15.1,-128.8,105
20190704  1200,15.7,-129.6,100
20190704  1800,16.3,-130.4,90
20190705  0000,16.9,-131.2,85
20190705  0600,17.4,-132.1,75
20190705  1200,18.1,-133.1,65
20190705  1800,18.6,-134.3,50
20190706  0000,18.7,-135.6,45
20190706  0600,18.7,-137.0,45
20190706  1200,18.6,-138.4,40
20190706  1800,18.6,-139.9,40
20190707  0000,18.5,-141.5,40
20190707  0600,18.4,-143.2,35
20190707  1200,18.0,-145.1,30
20190707  1800,17.6,-147.0,30
20190708  0000,17.2,-148.8,30
20190708  0600,16.8,-150.7,30
20190706  1200,15.5,-114.9,45
20190706  1800,15.9,-115.8,45
20190707  0000,16.3,-116.7,40
20190707  0600,16.8,-117.5,35
20190707  1200,17.5,-118.1,35
20190707  1800,18.3,-118.8,35
20190708  0000,19.0,-119.4,30
20190708  0600,19.6,-119.9,25
20190708  1200,20.2,-120.3,25
20190708  1800,20.7,-120.5,25
20190709  0000,21.2,-120.7,25
20190709  0600,21.6,-120.8,25
20190709  1200,21.9,-120.9,20
20190709  1800,22.2,-121.0,20
20190710  0000,22.5,-121.3,20
20190710  0600,22.6,-121.7,20
20190710  1200,22.6,-122.1,20
20190710  1800,22.4,-122.5,20
20190712  0600,14.1,-104.8,20
20190712  1200,14.4,-105.9,25
20190712  1800,14.9,-107.0,30
20190713  0000,15.6,-108.0,30
20190713  0600,16.3,-109.1,30
20190713  1200,16.9,-110.3,30
20190713  1800,17.3,-111.6,30
20190714  0000,17.6,-113.0,30
20190714  0600,17.9,-114.2,25
20190714  1200,18.2,-115.3,25
20190714  1800,18.6,-116.3,25
20190715  0000,18.8,-117.3,20
20190715  0600,18.9,-118.4,15
20190722  0600,14.7,-116.2,30
20190722  1200,15.6,-116.3,30
20190722  1800,16.5,-116.5,30
20190723  0000,17.2,-116.8,30
20190723  0600,17.8,-117.1,35
20190723  1200,18.3,-117.4,40
20190723  1800,18.8,-117.8,40
20190724  0000,19.2,-118.2,35
20190724  0600,19.7,-118.6,30
20190724  1200,20.2,-119.0,30
20190724  1800,20.7,-119.5,25
20190725  0000,21.1,-119.8,25
20190725  0600,21.4,-120.1,25
20190725  1200,21.8,-120.6,20
20190725  1800,22.0,-121.2,20
20190726  0000,22.2,-121.7,20
20190726  0600,22.4,-122.3,20
20190726  1200,22.5,-123.0,20
20190727  1200,11.2,-122.9,30
20190727  1800,11.5,-124.5,35
20190728  0000,11.8,-126.1,35
20190728  0600,11.9,-127.7,35
20190728  1200,11.7,-129.4,35
20190728  1800,11.5,-131.0,40
20190729  0000,11.6,-132.5,50
20190729  0600,11.8,-134.1,55
20190729  1200,12.1,-135.8,60
20190729  1800,12.4,-137.6,65
20190730  0000,12.6,-139.3,70
20190730  0600,12.9,-140.7,80
20190730  1200,13.2,-142.2,100
20190730  1800,13.4,-143.6,115
20190731  0000,13.8,-144.9,115
20190731  0600,14.1,-146.0,110
20190731  1200,14.3,-147.0,105
20190731  1800,14.6,-148.1,100
20190801  0000,15.0,-149.2,90
20190801  0600,15.3,-150.3,80
20190801  1200,15.5,-151.5,75
20190801  1800,15.6,-152.7,70
20190802  0000,15.8,-154.0,60
20190802  0600,16.1,-155.4,50
20190802  1200,16.4,-156.8,45
20190802  1800,16.6,-158.0,40
20190803  0000,16.8,-158.9,35
20190803  0600,16.9,-160.5,35
20190803  1200,17.0,-162.2,35
20190803  1800,17.2,-163.4,35
20190804  0000,17.7,-164.6,30
20190804  0600,18.0,-165.7,30
20190804  1200,18.3,-166.6,30
20190804  1800,18.8,-167.5,30
20190805  0000,19.0,-168.5,25
20190805  0600,19.2,-169.5,25
20190805  1200,19.4,-170.4,25
20190805  1800,19.5,-171.3,25
20190806  0000,19.5,-172.1,25
20190806  0600,19.5,-173.1,25
20190806  1200,19.5,-174.1,25
20190806  1800,19.6,-174.9,25
20190807  0000,19.7,-175.7,20
20190807  0600,19.8,-176.8,20
20190807  1200,20.1,-178.0,20
20190807  1800,20.7,-179.2,20
20190808  0000,21.0,-180.0,20
20190728  1200,11.1,-106.8,25
20190728  1800,11.7,-108.6,30
20190729  0000,12.2,-110.4,30
20190729  0600,12.5,-112.1,35
20190729  1200,12.5,-113.8,45
20190729  1800,12.5,-115.5,50
20190730  0000,12.3,-117.1,55
20190730  0600,12.1,-118.6,55
20190730  1200,12.2,-119.9,60
20190730  1800,12.5,-121.2,65
20190731  0000,13.0,-122.4,70
20190731  0600,13.3,-123.8,70
20190731  1200,13.6,-125.2,65
20190731  1800,13.8,-126.6,60
20190801  0000,14.1,-128.1,55
20190801  0600,14.5,-129.5,55
20190801  1200,15.0,-131.0,55
20190801  1800,15.6,-132.5,55
20190802  0000,16.2,-134.0,60
20190802  0600,16.6,-135.6,60
20190802  1200,16.9,-137.1,60
20190802  1800,17.3,-138.8,55
20190803  0000,17.7,-140.3,50
20190803  0600,18.1,-141.7,50
20190803  1200,18.4,-142.9,50
20190803  1800,18.6,-143.9,45
20190804  0000,18.8,-145.0,40
20190804  0600,18.9,-146.1,40
20190804  1200,18.9,-147.1,35
20190804  1800,18.9,-148.0,35
20190805  0000,18.9,-149.2,30
20190805  0600,19.2,-150.6,30
20190805  1200,19.5,-152.0,30
20190805  1800,20.0,-153.0,30
20190806  0000,20.6,-154.1,30
20190806  0600,21.4,-155.3,30
20190806  1200,22.4,-156.2,30
20190806  1800,23.6,-156.8,30
20190807  0000,24.7,-157.1,30
20190802  1800,12.9,-118.4,25
20190803  0000,13.5,-119.2,25
20190803  0600,14.0,-120.0,25
20190803  1200,14.5,-120.9,30
20190803  1800,14.7,-121.9,35
20190804  0000,14.8,-123.0,35
20190804  0600,14.8,-124.0,30
20190804  1200,14.9,-124.9,25
20190804  1800,15.0,-125.8,25
20190805  0000,15.2,-126.8,25
20190805  0600,15.4,-127.8,25
20190805  1200,15.5,-128.8,25
20190805  1800,15.5,-129.8,25
20190806  0000,15.5,-130.8,25
20190811  1800,18.2,-107.7,30
20190812  0000,18.8,-109.1,30
20190812  0600,19.3,-110.4,35
20190812  1200,19.7,-111.5,40
20190812  1800,20.1,-112.6,40
20190813  0000,20.5,-113.7,35
20190813  0600,20.9,-114.7,30
20190813  1200,21.2,-115.5,25
20190813  1800,21.3,-116.3,20
20190814  0000,21.5,-116.9,20
20190814  0600,21.8,-117.3,15
20190814  1200,22.0,-117.6,15
20190814  1800,22.0,-117.9,15
20190815  0000,21.7,-118.0,15
20190821  0600,15.0,-105.1,30
20190821  1200,15.3,-106.9,35
20190821  1800,15.6,-108.7,40
20190822  0000,15.6,-110.6,45
20190822  0600,15.5,-112.1,50
20190822  1200,15.5,-113.1,60
20190822  1800,15.8,-113.8,60
20190823  0000,16.5,-114.0,55
20190823  0600,17.5,-114.4,55
20190823  1200,18.4,-114.8,55
20190823  1800,19.3,-115.1,50
20190824  0000,20.1,-115.4,45
20190824  0600,20.8,-115.7,45
20190824  1200,21.5,-116.0,40
20190824  1800,22.2,-116.2,40
20190825  0000,23.0,-116.4,35
20190825  0600,23.9,-116.8,30
20190825  1200,24.8,-117.3,25
20190825  1800,25.6,-117.8,25
20190826  0000,26.1,-118.1,20
20190826  0600,26.3,-118.1,15
20190826  1200,26.4,-118.0,15
20190826  1800,26.3,-117.9,15
20190827  0000,25.9,-117.5,15
20190901  0000,12.7,-107.2,35
20190901  0600,13.2,-107.7,40
20190901  1200,13.8,-108.2,45
20190901  1800,14.5,-109.1,50
20190902  0000,15.1,-110.1,50
20190902  0600,15.7,-111.1,55
20190902  1200,16.3,-112.1,65
20190902  1800,16.9,-112.9,75
20190903  0000,17.5,-113.6,85
20190903  0600,17.9,-114.2,100
20190903  1200,18.2,-114.7,110
20190903  1800,18.5,-115.3,110
20190904  0000,18.8,-115.8,105
20190904  0600,19.0,-116.3,95
20190904  1200,19.1,-116.9,85
20190904  1800,19.2,-117.5,85
20190905  0000,19.5,-118.2,80
20190905  0600,19.9,-118.8,80
20190905  1200,20.4,-119.6,80
20190905  1800,21.0,-120.5,80
20190906  0000,21.5,-121.3,75
20190906  0600,22.1,-122.2,70
20190906  1200,22.6,-123.3,70
20190906  1800,23.2,-124.4,60
20190907  0000,23.6,-125.5,50
20190907  0600,23.9,-126.6,40
20190907  1200,24.2,-127.8,40
20190907  1800,24.4,-128.9,35
20190908  0000,24.5,-130.0,35
20190908  0600,24.5,-131.1,30
20190908  1200,24.4,-132.2,30
20190908  1800,24.3,-133.4,30
20190909  0000,24.3,-134.7,30
20190909  0600,24.3,-135.9,25
20190909  1200,24.3,-137.1,25
20190903  0600,14.6,-134.7,20
20190903  1200,14.4,-135.7,20
20190903  1800,14.2,-136.8,20
20190904  0000,14.0,-138.0,20
20190904  0600,13.7,-139.1,20
20190904  1200,13.5,-140.0,25
20190904  1800,13.1,-140.9,25
20190905  0000,12.9,-142.2,25
20190905  0600,12.6,-143.0,25
20190905  1200,12.3,-143.8,30
20190905  1800,12.1,-144.6,35
20190906  0000,11.7,-146.0,35
20190906  0600,11.4,-147.4,35
20190906  1200,11.4,-148.8,30
20190906  1800,11.4,-150.3,30
20190912  0600,15.2,-109.5,25
20190912  1200,15.6,-110.6,30
20190912  1800,15.9,-111.5,35
20190913  0000,16.2,-112.3,35
20190913  0600,16.4,-113.1,35
20190913  1200,16.6,-114.0,35
20190913  1800,16.8,-114.9,35
20190914  0000,17.0,-115.8,40
20190914  0600,17.2,-116.8,50
20190914  1200,17.2,-117.8,60
20190914  1800,17.0,-118.8,75
20190915  0000,16.9,-119.6,95
20190915  0600,16.9,-120.3,105
20190915  1200,17.0,-120.9,115
20190915  1800,17.2,-121.6,115
20190916  0000,17.3,-122.3,110
20190916  0600,17.3,-122.9,100
20190916  1200,17.3,-123.4,90
20190916  1800,17.3,-123.8,85
20190917  0000,17.3,-124.1,75
20190917  0600,17.2,-124.4,70
20190917  1200,17.1,-124.6,60
20190917  1800,16.9,-124.9,50
20190918  0000,16.6,-125.3,45
20190918  0600,16.3,-125.8,45
20190918  1200,16.0,-126.4,50
20190918  1800,15.8,-127.0,55
20190919  0000,15.8,-127.5,55
20190919  0600,15.8,-128.0,55
20190919  1200,15.9,-128.5,50
20190919  1800,16.1,-129.1,45
20190920  0000,16.4,-129.6,45
20190920  0600,16.9,-129.9,45
20190920  1200,17.4,-130.0,50
20190920  1800,17.8,-130.1,50
20190921  0000,18.1,-130.2,55
20190921  0600,18.3,-130.5,55
20190921  1200,18.3,-130.9,50
20190921  1800,18.2,-131.4,45
20190922  0000,17.8,-132.0,40
20190922  0600,17.3,-132.6,35
20190922  1200,16.7,-133.1,35
20190922  1800,16.1,-133.6,35
20190923  0000,15.6,-134.1,35
20190923  0600,15.4,-134.9,35
20190923  1200,15.5,-135.7,45
20190923  1800,15.8,-136.5,50
20190924  0000,16.4,-137.1,50
20190924  0600,17.0,-137.7,45
20190924  1200,17.4,-138.4,40
20190924  1800,18.0,-139.3,30
20190925  0000,18.7,-140.1,30
20190925  0600,19.3,-140.8,25
20190925  1200,19.2,-141.8,25
20190925  1800,19.1,-142.6,25
20190926  0000,19.1,-143.5,25
20190926  0600,18.9,-144.4,20
20190926  1200,18.6,-145.2,20
20190926  1800,18.7,-146.0,20
20190916  1200,9.9,-107.0,25
20190916  1800,10.0,-107.3,30
20190917  0000,10.3,-107.6,30
20190917  0600,10.8,-107.9,30
20190917  1200,11.5,-108.1,30
20190917  1800,12.2,-108.4,30
20190918  0000,12.9,-108.9,35
20190918  0600,13.5,-109.7,45
20190918  1200,14.0,-110.6,55
20190918  1800,14.4,-111.4,60
20190919  0000,15.0,-111.8,60
20190919  0600,15.7,-111.8,55
20190919  1200,16.2,-111.5,55
20190919  1800,16.6,-111.1,55
20190920  0000,17.0,-110.7,55
20190920  0600,17.3,-110.4,55
20190920  1200,17.6,-110.1,55
20190920  1800,17.8,-110.0,55
20190921  0000,18.1,-110.1,55
20190921  0600,18.4,-110.2,50
20190921  1200,18.8,-110.3,45
20190921  1800,19.3,-110.4,40
20190922  0000,20.0,-110.6,35
20190922  0600,20.7,-111.0,30
20190922  1200,21.5,-111.5,30
20190922  1800,22.3,-112.1,30
20190923  0000,23.1,-112.7,30
20190923  0600,23.9,-113.3,25
20190923  1200,24.6,-114.0,25
20190923  1800,25.1,-114.5,25
20190924  0000,25.7,-114.6,20
20190924  0600,25.9,-114.4,20
20190924  1200,26.0,-114.1,20
20190924  1800,26.0,-113.9,20
20190917  0600,12.3,-98.4,35
20190917  1200,13.2,-99.6,40
20190917  1800,14.1,-100.8,40
20190918  0000,14.8,-101.8,45
20190918  0600,15.8,-102.4,50
20190918  1200,16.8,-103.1,55
20190918  1800,17.6,-103.8,60
20190919  0000,18.4,-104.2,70
20190919  0600,19.3,-104.8,65
20190919  1200,20.3,-105.6,60
20190919  1800,21.3,-106.7,55
20190920  0000,21.9,-107.5,55
20190920  0600,22.3,-108.2,60
20190920  1200,22.6,-108.8,65
20190920  1800,23.0,-109.2,75
20190921  0000,23.7,-109.5,70
20190921  0300,23.9,-109.8,70
20190921  0600,24.2,-110.2,60
20190921  1200,25.0,-110.6,55
20190921  1800,25.9,-111.0,45
20190922  0000,26.9,-111.4,35
20190922  0600,27.9,-111.5,30
20190922  1200,28.5,-111.5,25
20190928  1200,14.4,-99.4,30
20190928  1800,14.6,-99.7,35
20190929  0000,15.1,-100.1,35
20190929  0600,16.2,-100.6,40
20190929  1200,17.6,-101.6,40
20190929  1400,18.0,-102.0,40
20190929  1800,18.7,-103.0,35
20190930  0000,19.6,-104.3,35
20190930  0600,20.7,-105.2,35
20190930  1200,22.1,-105.8,40
20190930  1800,23.6,-107.3,45
20191001  0000,25.3,-108.5,45
20191001  0600,26.9,-109.5,30
20191011  1200,15.4,-161.8,25
20191011  1800,16.6,-162.4,25
20191012  0000,17.6,-162.6,25
20191012  0600,18.6,-163.0,30
20191012  1200,19.6,-163.3,35
20191012  1800,20.5,-163.7,45
20191013  0000,21.4,-164.1,40
20191013  0600,21.9,-165.0,35
20191013  1200,22.1,-165.9,35
20191013  1800,22.5,-166.6,30
20191014  0000,23.3,-167.5,30
20191014  0600,24.7,-168.0,30
20191014  1200,26.1,-168.3,30
20191014  1800,27.5,-168.2,25
20191015  0000,28.5,-168.3,25
20191015  0600,29.0,-168.2,25
20191015  1200,29.1,-168.6,25
20191015  1800,29.4,-168.9,25
20191016  0000,29.3,-169.3,25
20191016  0600,28.9,-170.0,15
20191017  0000,10.5,-125.6,25
20191017  0600,10.4,-125.9,25
20191017  1200,10.3,-126.2,25
20191017  1800,10.2,-126.4,30
20191018  0000,10.1,-126.6,35
20191018  0600,10.0,-126.8,40
20191018  1200,10.4,-126.7,40
20191018  1800,10.8,-126.6,35
20191019  0000,11.3,-126.6,35
20191019  0600,11.4,-126.4,30
20191019  1200,11.5,-126.0,30
20191019  1800,11.5,-125.8,30
20191020  0000,11.5,-125.7,25
20191020  0600,11.3,-125.7,25
20191020  1200,11.0,-125.8,25
20191020  1800,10.8,-126.0,25
20191021  0000,10.6,-126.1,25
20191021  0600,10.5,-126.1,20
20191019  1200,16.9,-102.9,20
20191019  1800,16.9,-103.4,25
20191020  0000,17.1,-103.8,30
20191020  0600,17.4,-103.9,35
20191020  1200,17.9,-104.0,40
20191020  1800,18.7,-104.0,35
20191020  1930,18.9,-104.0,35
20191021  0000,19.5,-104.1,25
20191113  0600,11.2,-111.8,25
20191113  1200,11.3,-111.0,25
20191113  1800,11.5,-110.2,25
20191114  0000,11.9,-109.6,25
20191114  0600,12.1,-108.8,25
20191114  1200,12.2,-108.3,25
20191114  1800,12.5,-108.2,25
20191115  0000,12.8,-108.3,30
20191115  0600,13.2,-108.4,35
20191115  1200,13.8,-108.7,40
20191115  1800,14.4,-109.1,45
20191116  0000,15.0,-109.8,45
20191116  0600,15.6,-110.6,45
20191116  1200,16.0,-111.3,45
20191116  1800,16.3,-111.8,40
20191117  0000,16.6,-112.0,35
20191117  0600,17.2,-111.8,30
20191117  1200,18.4,-111.3,30
20191117  1800,20.1,-110.7,30
20191115  1200,9.0,-95.7,25
20191115  1800,9.1,-96.7,25
20191116  0000,9.1,-97.7,30
20191116  0600,9.2,-98.7,30
20191116  1200,9.2,-99.7,30
20191116  1800,9.4,-100.7,30
20191117  0000,9.6,-101.5,30
20191117  0600,10.0,-102.2,25
20191117  1200,10.4,-102.9,25
20191117  1800,11.0,-103.6,25
20191118  0000,11.7,-104.2,25
20191118  0600,12.2,-104.8,25
20200425  0600,13.5,-115.5,30
20200425  1200,13.8,-116.0,30
20200425  1800,14.2,-116.6,30
20200426  0000,14.6,-117.2,30
20200426  0600,15.0,-117.8,30
20200426  1200,15.5,-118.5,25
20200426  1800,16.0,-119.1,25
20200427  0000,16.4,-119.9,25
20200427  0600,16.6,-120.8,25
20200427  1200,16.8,-121.8,25
20200530  1800,12.2,-90.9,25
20200531  0000,12.7,-90.6,30
20200531  0600,13.3,-90.4,35
20200531  1000,13.8,-90.3,35
20200531  1200,14.1,-90.3,35
20200624  0600,10.0,-131.9,25
20200624  1200,10.2,-132.7,30
20200624  1800,10.4,-133.6,30
20200625  0000,10.5,-134.4,30
20200625  0600,10.5,-135.1,30
20200625  1200,10.7,-135.9,30
20200625  1800,11.0,-136.8,35
20200626  0000,11.3,-137.6,35
20200626  0600,11.6,-138.1,30
20200626  1200,11.9,-138.5,30
20200626  1800,12.2,-138.9,30
20200627  0000,12.4,-139.4,30
20200627  0600,12.4,-139.9,30
20200627  1200,12.4,-140.4,30
20200627  1800,12.3,-141.0,30
20200628  0000,12.2,-141.7,25
20200628  0600,11.9,-142.5,25
20200628  1200,11.5,-143.4,25
20200628  1800,11.2,-144.4,25
20200629  0000,11.0,-145.5,25
20200629  0600,10.7,-146.6,25
20200629  1200,10.3,-147.8,25
20200629  1800,9.8,-148.8,25
20200630  0000,9.4,-149.7,25
20200630  0600,9.0,-150.6,25
20200629  1800,19.9,-112.1,25
20200630  0000,20.3,-112.5,25
20200630  0600,20.5,-112.8,25
20200630  1200,20.7,-112.9,25
20200630  1800,20.9,-112.9,25
20200701  0000,21.1,-112.9,20
20200701  0600,21.3,-112.9,20
20200706  1800,10.4,-99.5,30
20200707  0000,10.8,-100.5,30
20200707  0600,11.4,-101.5,35
20200707  1200,12.0,-102.4,35
20200707  1800,12.7,-103.3,40
20200708  0000,13.3,-104.5,40
20200708  0600,13.8,-105.7,40
20200708  1200,14.4,-106.7,45
20200708  1800,15.1,-107.7,45
20200709  0000,15.8,-108.4,50
20200709  0600,16.5,-109.1,50
20200709  1200,17.1,-109.8,50
20200709  1800,17.5,-110.5,55
20200710  0000,18.1,-111.4,55
20200710  0600,18.5,-112.4,55
20200710  1200,19.0,-113.6,55
20200710  1800,19.4,-114.8,60
20200711  0000,19.9,-116.1,60
20200711  0600,20.2,-117.6,55
20200711  1200,20.3,-119.0,50
20200711  1800,20.3,-120.3,45
20200712  0000,20.4,-121.6,45
20200712  0600,20.5,-122.7,40
20200712  1200,20.6,-123.7,35
20200712  1800,20.6,-124.8,35
20200713  0000,20.7,-126.0,30
20200713  0600,20.9,-127.1,30
20200713  1200,21.0,-128.2,25
20200713  1800,21.2,-129.4,25
20200714  0000,21.5,-130.6,25
20200714  0600,21.8,-132.0,25
20200714  1200,22.1,-133.5,25
20200714  1800,22.4,-135.0,25
20200715  0000,22.7,-136.5,25
20200715  0600,23.0,-137.8,25
20200715  1200,23.4,-139.0,25
20200715  1800,23.8,-140.0,25
20200713  1200,16.6,-110.4,30
20200713  1800,16.6,-111.9,30
20200714  0000,16.9,-113.3,30
20200714  0600,17.2,-114.5,25
20200714  1200,17.8,-115.8,25
20200719  1200,15.2,-126.4,25
20200719  1800,16.1,-127.1,25
20200720  0000,17.0,-128.0,30
20200720  0600,17.7,-128.9,30
20200720  1200,18.3,-129.7,35
20200720  1800,18.8,-130.5,35
20200721  0000,19.1,-131.4,35
20200721  0600,19.3,-132.4,35
20200721  1200,19.3,-133.5,30
20200721  1800,19.1,-134.6,25
20200720  0000,14.7,-118.8,30
20200720  0600,14.3,-119.1,30
20200720  1200,13.9,-119.4,30
20200720  1800,13.5,-120.0,35
20200721  0000,13.3,-121.0,40
20200721  0600,13.0,-122.3,50
20200721  1200,12.6,-123.6,55
20200721  1800,12.2,-124.8,55
20200722  0000,12.1,-126.1,55
20200722  0600,11.8,-127.5,55
20200722  1200,11.6,-128.9,60
20200722  1800,11.9,-130.3,70
20200723  0000,12.3,-131.8,80
20200723  0600,12.8,-133.3,100
20200723  1200,13.3,-134.9,105
20200723  1800,13.8,-136.5,110
20200724  0000,14.6,-138.0,115
20200724  0600,15.3,-139.5,115
20200724  1200,16.1,-141.1,105
20200724  1800,16.7,-142.7,100
20200725  0000,17.5,-144.3,100
20200725  0600,18.2,-145.9,95
20200725  1200,18.7,-147.6,90
20200725  1800,19.1,-149.2,85
20200726  0000,19.7,-150.7,80
20200726  0600,20.1,-152.1,80
20200726  1200,20.5,-153.6,80
20200726  1800,21.0,-155.1,75
20200727  0000,21.7,-156.6,75
20200727  0600,22.3,-158.1,80
20200727  1200,22.7,-159.7,80
20200727  1800,22.8,-161.4,70
20200728  0000,22.9,-162.8,60
20200728  0600,23.2,-164.2,50
20200728  1200,23.8,-165.7,45
20200728  1800,24.2,-167.7,40
20200729  0000,24.4,-169.9,40
20200729  0600,24.6,-172.1,35
20200729  1200,24.6,-174.4,30
20200729  1800,24.8,-176.4,30
20200730  0000,25.0,-178.1,30
20200808  0000,12.6,-97.9,25
20200808  0600,12.9,-99.0,25
20200808  1200,13.4,-100.0,25
20200808  1800,14.1,-101.0,30
20200809  0000,14.9,-102.1,30
20200809  0600,15.6,-103.4,35
20200809  1200,16.3,-104.7,40
20200809  1800,16.9,-105.9,45
20200810  0000,17.5,-107.0,50
20200810  0600,18.1,-108.1,55
20200810  1200,18.7,-109.2,60
20200810  1800,19.2,-110.3,65
20200811  0000,19.8,-111.4,75
20200811  0600,20.4,-112.4,80
20200811  1200,21.1,-113.5,90
20200811  1800,21.7,-114.8,90
